model,n_queries,P@1_mean,P@1_ci_low,P@1_ci_high,P@3_mean,P@3_ci_low,P@3_ci_high,P@5_mean,P@5_ci_low,P@5_ci_high,P@10_mean,P@10_ci_low,P@10_ci_high,Recall@1_mean,Recall@1_ci_low,Recall@1_ci_high,Recall@3_mean,Recall@3_ci_low,Recall@3_ci_high,Recall@5_mean,Recall@5_ci_low,Recall@5_ci_high,Recall@10_mean,Recall@10_ci_low,Recall@10_ci_high,NDCG@1_mean,NDCG@1_ci_low,NDCG@1_ci_high,NDCG@3_mean,NDCG@3_ci_low,NDCG@3_ci_high,NDCG@5_mean,NDCG@5_ci_low,NDCG@5_ci_high,NDCG@10_mean,NDCG@10_ci_low,NDCG@10_ci_high,MRR_mean,MRR_ci_low,MRR_ci_high,MAP_mean,MAP_ci_low,MAP_ci_high
nomicv2,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.2,0.2,0.2,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
